id,country,gender,uid,group,join_dt,device,uid,dt,device,spent
1031025,USA,M,1031025,A,25/01/2023,I,,,,
1031026,BRA,F,1031026,B,25/01/2023,A,,,,
1031027,USA,M,1031027,A,03/02/2023,A,,,,
1031029,BRA,F,1031029,A,26/01/2023,A,,,,
1031030,BRA,M,1031030,B,28/01/2023,I,,,,
1031031,CAN,,1031031,B,01/02/2023,A,,,,
1031032,USA,M,1031032,B,25/01/2023,A,,,,
1031033,ESP,M,1031033,A,28/01/2023,A,,,,
1031034,USA,M,1031034,A,01/02/2023,I,,,,
1031035,MEX,M,1031035,A,27/01/2023,I,,,,
1031036,FRA,F,1031036,A,25/01/2023,I,,,,
1031037,FRA,,1031037,A,26/01/2023,A,,,,
1031038,FRA,,1031038,A,27/01/2023,I,,,,
1031039,USA,M,1031039,B,25/01/2023,I,,,,
1031040,MEX,,1031040,B,25/01/2023,A,,,,
1031041,USA,M,1031041,B,29/01/2023,A,,,,
1031042,MEX,M,1031042,A,31/01/2023,I,,,,
1031043,FRA,,1031043,B,25/01/2023,I,,,,
1031044,TUR,M,1031044,B,06/02/2023,A,,,,
1031045,MEX,M,1031045,A,25/01/2023,A,,,,
1031046,MEX,,1031046,B,25/01/2023,I,,,,
1031047,DEU,F,1031047,B,04/02/2023,I,,,,
1031048,DEU,,1031048,B,25/01/2023,A,,,,
1031049,BRA,M,1031049,A,28/01/2023,I,,,,
1031050,BRA,M,1031050,B,31/01/2023,A,,,,
1031051,USA,F,1031051,B,28/01/2023,I,,,,
1031052,USA,M,1031052,B,27/01/2023,A,,,,
1031054,BRA,F,1031054,B,30/01/2023,A,,,,
1031055,FRA,F,1031055,A,26/01/2023,I,,,,
1031056,BRA,,1031056,A,30/01/2023,A,,,,
1031057,USA,M,1031057,B,03/02/2023,I,,,,
1031058,BRA,,1031058,A,28/01/2023,A,,,,
1031059,MEX,M,1031059,B,30/01/2023,I,,,,
1031060,BRA,,1031060,A,06/02/2023,A,,,,
1031061,USA,M,1031061,B,30/01/2023,A,,,,
1031062,MEX,M,1031062,B,26/01/2023,A,,,,
1031063,USA,M,1031063,A,28/01/2023,I,,,,
1031064,USA,F,1031064,A,05/02/2023,A,,,,
1031065,MEX,O,1031065,A,25/01/2023,I,,,,
1031066,DEU,M,1031066,A,29/01/2023,A,,,,
1031067,BRA,M,1031067,B,27/01/2023,A,,,,
1031068,USA,M,1031068,B,27/01/2023,I,,,,
1031069,MEX,F,1031069,A,06/02/2023,I,,,,
1031070,ESP,M,1031070,B,28/01/2023,I,,,,
1031071,MEX,M,1031071,A,25/01/2023,I,,,,
1031072,CAN,F,1031072,B,29/01/2023,A,,,,
1031073,MEX,F,1031073,B,29/01/2023,A,,,,
1031074,USA,M,1031074,A,25/01/2023,I,,,,
1031075,BRA,F,1031075,B,28/01/2023,A,,,,
1031076,FRA,F,1031076,A,28/01/2023,A,,,,
1031077,BRA,M,1031077,B,28/01/2023,I,,,,
1031078,MEX,F,1031078,A,31/01/2023,I,,,,
1031079,USA,M,1031079,A,02/02/2023,A,,,,
1031080,AUS,M,1031080,A,05/02/2023,A,,,,
1031081,USA,F,1031081,A,31/01/2023,A,,,,
1031082,USA,F,1031082,A,25/01/2023,A,,,,
1031083,BRA,F,1031083,B,05/02/2023,A,,,,
1031084,FRA,M,1031084,B,31/01/2023,I,,,,
1031085,DEU,M,1031085,B,26/01/2023,I,,,,
1031087,GBR,M,1031087,A,30/01/2023,A,,,,
1031088,BRA,M,1031088,B,25/01/2023,A,,,,
1031089,USA,F,1031089,A,25/01/2023,A,,,,
1031090,FRA,,1031090,A,01/02/2023,A,,,,
1031091,BRA,M,1031091,A,04/02/2023,A,,,,
1031092,ESP,F,1031092,A,30/01/2023,I,,,,
1031093,GBR,F,1031093,A,27/01/2023,A,,,,
1031094,CAN,M,1031094,B,25/01/2023,A,,,,
1031095,USA,M,1031095,A,25/01/2023,I,,,,
1031096,BRA,F,1031096,B,25/01/2023,I,,,,
1031097,BRA,F,1031097,B,25/01/2023,A,,,,
1031099,MEX,F,1031099,B,31/01/2023,A,,,,
1031100,BRA,F,1031100,B,25/01/2023,A,,,,
1031101,MEX,M,1031101,A,26/01/2023,A,,,,
1031102,FRA,,1031102,A,26/01/2023,A,,,,
1031103,ESP,,1031103,B,27/01/2023,A,,,,
1031104,MEX,M,1031104,A,25/01/2023,I,,,,
1031105,USA,F,1031105,B,27/01/2023,A,,,,
1031106,BRA,,1031106,B,27/01/2023,A,,,,
1031107,FRA,M,1031107,B,25/01/2023,A,,,,
1031108,USA,,1031108,B,25/01/2023,A,,,,
1031109,DEU,M,1031109,B,26/01/2023,A,,,,
1031110,USA,F,1031110,B,29/01/2023,I,,,,
1031111,MEX,M,1031111,B,28/01/2023,I,,,,
1031112,TUR,F,1031112,B,25/01/2023,A,,,,
1031114,TUR,F,1031114,A,02/02/2023,A,,,,
1031115,GBR,F,1031115,B,26/01/2023,A,,,,
1031116,TUR,,1031116,A,30/01/2023,A,,,,
1031117,USA,M,1031117,A,26/01/2023,I,,,,
1031118,USA,M,1031118,A,28/01/2023,A,,,,
1031119,DEU,F,1031119,A,27/01/2023,I,,,,
1031121,BRA,M,1031121,B,25/01/2023,I,,,,
1031122,USA,O,1031122,A,26/01/2023,I,,,,
1031123,BRA,F,1031123,B,26/01/2023,I,,,,
1031124,USA,F,1031124,A,26/01/2023,A,,,,
1031125,BRA,M,1031125,B,28/01/2023,I,,,,
1031126,DEU,M,1031126,A,27/01/2023,A,,,,
1031127,TUR,,1031127,A,03/02/2023,A,,,,
1031128,TUR,O,1031128,B,25/01/2023,A,,,,
1031129,GBR,M,1031129,B,01/02/2023,A,,,,
1031130,GBR,M,1031130,A,27/01/2023,A,,,,
1031131,MEX,M,1031131,A,27/01/2023,A,,,,
1031132,USA,,1031132,B,05/02/2023,A,,,,
1031133,ESP,F,1031133,A,27/01/2023,A,,,,
1031134,,F,1031134,B,26/01/2023,I,,,,
1031135,AUS,M,1031135,B,27/01/2023,A,,,,
1031136,ESP,M,1031136,A,01/02/2023,I,,,,
1031138,FRA,,1031138,B,28/01/2023,I,,,,
1031139,USA,F,1031139,B,29/01/2023,A,,,,
1031140,USA,M,1031140,A,02/02/2023,I,,,,
1031141,ESP,M,1031141,B,28/01/2023,A,,,,
1031142,USA,O,1031142,B,25/01/2023,A,,,,
1031143,USA,F,1031143,A,01/02/2023,I,,,,
1031144,TUR,M,1031144,B,02/02/2023,A,,,,
1031145,CAN,F,1031145,B,25/01/2023,A,,,,
1031146,BRA,M,1031146,A,30/01/2023,I,,,,
1031147,USA,F,1031147,B,25/01/2023,A,,,,
1031148,ESP,,1031148,A,25/01/2023,I,,,,
1031149,BRA,F,1031149,B,26/01/2023,I,,,,
1031150,MEX,F,1031150,B,28/01/2023,I,,,,
1031151,GBR,M,1031151,A,26/01/2023,I,,,,
1031152,USA,F,1031152,A,30/01/2023,A,,,,
1031153,DEU,F,1031153,B,27/01/2023,A,,,,
1031154,FRA,F,1031154,B,26/01/2023,A,,,,
1031156,USA,,1031156,B,26/01/2023,A,,,,
1031158,GBR,M,1031158,A,25/01/2023,A,,,,
1031159,USA,F,1031159,A,04/02/2023,I,,,,
1031160,DEU,F,1031160,A,25/01/2023,I,,,,
1031161,CAN,F,1031161,A,30/01/2023,I,,,,
1031162,CAN,F,1031162,B,26/01/2023,A,,,,
1031163,BRA,M,1031163,A,28/01/2023,A,,,,
1031164,BRA,,1031164,B,25/01/2023,I,,,,
1031165,USA,F,1031165,A,25/01/2023,A,,,,
1031166,BRA,M,1031166,B,29/01/2023,A,,,,
1031167,USA,M,1031167,B,01/02/2023,I,,,,
1031168,DEU,M,1031168,B,04/02/2023,I,,,,
1031169,USA,F,1031169,A,25/01/2023,A,,,,
1031170,BRA,F,1031170,A,30/01/2023,I,,,,
1031171,ESP,,1031171,B,05/02/2023,A,,,,
1031172,CAN,,1031172,A,29/01/2023,A,,,,
1031173,MEX,F,1031173,A,26/01/2023,I,,,,
1031174,,F,1031174,B,30/01/2023,A,,,,
1031175,USA,M,1031175,B,26/01/2023,A,,,,
1031176,BRA,M,1031176,A,28/01/2023,A,,,,
1031177,TUR,F,1031177,A,02/02/2023,I,,,,
1031178,USA,,1031178,A,04/02/2023,I,,,,
1031179,GBR,M,1031179,A,25/01/2023,I,,,,
1031180,USA,M,1031180,A,30/01/2023,A,,,,
1031181,BRA,F,1031181,A,31/01/2023,A,,,,
1031182,USA,F,1031182,A,30/01/2023,A,,,,
1031183,TUR,M,1031183,B,02/02/2023,I,,,,
1031184,MEX,F,1031184,A,30/01/2023,A,,,,
1031185,FRA,M,1031185,B,05/02/2023,A,,,,
1031186,TUR,M,1031186,A,28/01/2023,A,,,,
1031187,USA,F,1031187,B,26/01/2023,A,,,,
1031189,GBR,F,1031189,B,26/01/2023,I,,,,
1031190,USA,,1031190,B,26/01/2023,A,,,,
1031191,DEU,M,1031191,A,30/01/2023,I,,,,
1031192,AUS,F,1031192,A,31/01/2023,I,,,,
1031193,USA,,1031193,B,25/01/2023,A,,,,
1031194,GBR,F,1031194,A,03/02/2023,A,,,,
1031195,MEX,F,1031195,B,25/01/2023,A,,,,
1031196,DEU,,1031196,B,28/01/2023,A,,,,
1031197,ESP,F,1031197,B,26/01/2023,A,,,,
1031198,AUS,M,1031198,A,26/01/2023,I,,,,
1031199,MEX,M,1031199,B,26/01/2023,I,,,,
1031200,BRA,F,1031200,B,06/02/2023,A,,,,
1031201,USA,F,1031201,A,26/01/2023,I,,,,
1031202,BRA,M,1031202,A,28/01/2023,A,,,,
1031203,USA,F,1031203,B,25/01/2023,A,,,,
1031204,FRA,M,1031204,B,26/01/2023,I,,,,
1031205,BRA,M,1031205,B,29/01/2023,A,,,,
1031206,TUR,M,1031206,B,26/01/2023,A,,,,
1031207,MEX,M,1031207,A,25/01/2023,A,,,,
1031209,DEU,F,1031209,B,27/01/2023,A,,,,
1031210,USA,F,1031210,B,27/01/2023,A,,,,
1031211,FRA,M,1031211,B,26/01/2023,A,,,,
1031212,MEX,F,1031212,A,26/01/2023,A,,,,
1031213,FRA,,1031213,B,30/01/2023,I,,,,
1031214,USA,F,1031214,B,31/01/2023,A,,,,
1031215,CAN,M,1031215,B,01/02/2023,A,,,,
1031216,MEX,F,1031216,A,04/02/2023,A,,,,
1031217,BRA,F,1031217,B,26/01/2023,A,,,,
1031219,USA,F,1031219,A,25/01/2023,A,,,,
1031220,USA,M,1031220,A,31/01/2023,I,,,,
1031221,ESP,F,1031221,A,28/01/2023,A,,,,
1031222,CAN,M,1031222,A,25/01/2023,A,,,,
1031223,DEU,M,1031223,A,26/01/2023,I,,,,
1031224,USA,,1031224,A,30/01/2023,I,,,,
1031225,BRA,F,1031225,B,31/01/2023,I,,,,
1031226,DEU,M,1031226,B,27/01/2023,A,,,,
1031227,USA,M,1031227,B,26/01/2023,I,,,,
1031228,USA,O,1031228,A,06/02/2023,A,,,,
1031229,TUR,M,1031229,A,31/01/2023,I,,,,
1031230,,F,1031230,B,28/01/2023,I,,,,
1031231,USA,F,1031231,A,05/02/2023,A,,,,
1031232,GBR,F,1031232,B,03/02/2023,A,,,,
1031233,USA,M,1031233,B,03/02/2023,A,,,,
1031234,TUR,,1031234,A,25/01/2023,I,,,,
1031235,USA,F,1031235,B,04/02/2023,A,,,,
1031236,TUR,F,1031236,A,25/01/2023,I,,,,
1031237,MEX,M,1031237,A,28/01/2023,A,,,,
1031238,TUR,M,1031238,B,26/01/2023,I,,,,
1031241,USA,F,1031241,B,30/01/2023,A,,,,
1031242,USA,F,1031242,B,26/01/2023,A,,,,
1031243,MEX,M,1031243,A,30/01/2023,A,,,,
1031244,DEU,,1031244,B,03/02/2023,A,,,,
1031245,USA,F,1031245,A,26/01/2023,A,,,,
1031246,USA,M,1031246,B,28/01/2023,A,,,,
1031247,MEX,M,1031247,B,29/01/2023,I,,,,
1031248,BRA,M,1031248,B,29/01/2023,A,,,,
1031249,MEX,,1031249,B,26/01/2023,A,,,,
1031250,ESP,M,1031250,B,30/01/2023,A,,,,
1031251,DEU,F,1031251,B,28/01/2023,I,,,,
1031252,USA,F,1031252,B,25/01/2023,I,,,,
1031253,USA,F,1031253,B,28/01/2023,A,,,,
1031255,BRA,,1031255,A,25/01/2023,A,,,,
1031256,TUR,F,1031256,B,26/01/2023,I,,,,
1031257,USA,M,1031257,A,06/02/2023,I,,,,
1031258,USA,,1031258,A,30/01/2023,A,,,,
1031259,MEX,M,1031259,B,03/02/2023,I,,,,
1031260,FRA,F,1031260,B,26/01/2023,I,,,,
1031261,USA,M,1031261,A,25/01/2023,I,,,,
1031262,USA,,1031262,B,26/01/2023,A,,,,
1031263,BRA,M,1031263,B,27/01/2023,A,,,,
1031264,GBR,M,1031264,B,25/01/2023,I,,,,
1031265,ESP,,1031265,B,25/01/2023,A,,,,
1031266,AUS,,1031266,A,31/01/2023,I,,,,
1031267,USA,,1031267,B,04/02/2023,I,,,,
1031268,ESP,M,1031268,B,27/01/2023,I,,,,
1031269,TUR,F,1031269,A,25/01/2023,A,,,,
1031270,GBR,M,1031270,A,27/01/2023,A,,,,
1031271,FRA,F,1031271,A,26/01/2023,A,,,,
1031272,USA,F,1031272,B,25/01/2023,I,,,,
1031274,USA,M,1031274,A,27/01/2023,I,,,,
1031275,BRA,M,1031275,B,28/01/2023,A,,,,
1031276,USA,M,1031276,A,26/01/2023,A,,,,
1031278,MEX,O,1031278,B,27/01/2023,I,,,,
1031280,BRA,F,1031280,A,06/02/2023,I,,,,
1031281,USA,,1031281,B,25/01/2023,I,,,,
1031282,USA,M,1031282,A,25/01/2023,A,,,,
1031283,USA,F,1031283,B,25/01/2023,A,,,,
1031284,USA,,1031284,B,30/01/2023,A,,,,
1031285,USA,F,1031285,B,29/01/2023,A,,,,
1031286,AUS,M,1031286,B,28/01/2023,A,,,,
1031287,USA,M,1031287,B,26/01/2023,A,,,,
1031288,USA,F,1031288,B,26/01/2023,A,,,,
1031289,DEU,F,1031289,B,26/01/2023,A,,,,
1031290,CAN,F,1031290,A,25/01/2023,A,,,,
1031291,DEU,F,1031291,A,27/01/2023,A,,,,
1031292,BRA,M,1031292,B,03/02/2023,A,,,,
1031293,,F,1031293,B,01/02/2023,I,,,,
1031294,ESP,F,1031294,B,01/02/2023,A,,,,
1031295,BRA,M,1031295,B,04/02/2023,A,,,,
1031296,BRA,,1031296,A,02/02/2023,I,,,,
1031297,TUR,M,1031297,A,25/01/2023,A,,,,
1031298,ESP,M,1031298,A,02/02/2023,A,,,,
1031299,ESP,F,1031299,A,30/01/2023,I,,,,
1031300,FRA,O,1031300,B,25/01/2023,A,,,,
1031301,MEX,M,1031301,B,25/01/2023,I,,,,
1031302,USA,F,1031302,B,26/01/2023,A,,,,
1031303,BRA,F,1031303,A,26/01/2023,A,,,,
1031304,USA,M,1031304,A,31/01/2023,A,,,,
1031306,BRA,M,1031306,B,26/01/2023,A,,,,
1031307,MEX,M,1031307,B,01/02/2023,A,,,,
1031308,MEX,F,1031308,A,26/01/2023,A,,,,
1031309,GBR,,1031309,B,26/01/2023,A,,,,
1031310,GBR,M,1031310,A,05/02/2023,A,,,,
1031311,MEX,,1031311,A,25/01/2023,I,,,,
1031312,USA,,1031312,A,28/01/2023,A,,,,
1031313,USA,F,1031313,B,25/01/2023,A,,,,
1031314,USA,F,1031314,A,26/01/2023,I,,,,
1031315,USA,F,1031315,B,26/01/2023,A,,,,
1031316,FRA,M,1031316,A,04/02/2023,A,,,,
1031317,BRA,M,1031317,B,03/02/2023,A,,,,
1031318,FRA,M,1031318,A,25/01/2023,A,,,,
1031319,GBR,F,1031319,A,27/01/2023,A,,,,
1031320,USA,F,1031320,A,25/01/2023,A,,,,
1031321,ESP,F,1031321,A,25/01/2023,I,,,,
1031322,BRA,M,1031322,B,29/01/2023,I,,,,
1031323,USA,M,1031323,A,25/01/2023,I,,,,
1031324,USA,F,1031324,A,02/02/2023,I,,,,
1031325,CAN,F,1031325,B,28/01/2023,A,,,,
1031326,DEU,F,1031326,B,06/02/2023,A,,,,
1031327,USA,M,1031327,B,26/01/2023,A,,,,
1031328,BRA,F,1031328,B,28/01/2023,I,,,,
1031329,FRA,F,1031329,A,05/02/2023,I,,,,
1031330,MEX,,1031330,B,25/01/2023,I,,,,
1031331,MEX,F,1031331,A,01/02/2023,A,,,,
1031332,FRA,,1031332,B,26/01/2023,I,,,,
1031333,BRA,M,1031333,B,05/02/2023,A,,,,
1031334,USA,F,1031334,B,25/01/2023,I,,,,
1031335,MEX,F,1031335,A,26/01/2023,A,,,,
1031336,ESP,F,1031336,B,26/01/2023,I,,,,
1031337,CAN,,1031337,B,28/01/2023,A,,,,
1031338,BRA,M,1031338,B,28/01/2023,A,,,,
1031339,MEX,F,1031339,B,26/01/2023,I,,,,
1031340,FRA,M,1031340,A,29/01/2023,A,,,,
1031341,MEX,F,1031341,B,26/01/2023,A,,,,
1031342,USA,M,1031342,B,30/01/2023,A,,,,
1031343,USA,F,1031343,B,29/01/2023,I,,,,
1031345,GBR,M,1031345,A,03/02/2023,A,,,,
1031346,BRA,F,1031346,B,25/01/2023,I,,,,
1031347,USA,,1031347,A,25/01/2023,A,,,,
1031348,USA,M,1031348,A,26/01/2023,A,,,,
1031349,TUR,M,1031349,A,26/01/2023,I,,,,
1031350,AUS,M,1031350,A,29/01/2023,A,,,,
1031351,USA,,1031351,A,27/01/2023,I,,,,
1031352,AUS,F,1031352,A,25/01/2023,I,,,,
1031353,ESP,F,1031353,A,30/01/2023,I,,,,
1031354,BRA,F,1031354,B,25/01/2023,A,,,,
1031355,USA,M,1031355,B,28/01/2023,I,,,,
1031356,USA,F,1031356,A,02/02/2023,I,,,,
1031357,FRA,M,1031357,A,26/01/2023,A,,,,
1031358,MEX,M,1031358,A,01/02/2023,A,,,,
1031359,DEU,,1031359,B,25/01/2023,A,,,,
1031360,DEU,O,1031360,B,25/01/2023,A,,,,
1031361,USA,,1031361,B,26/01/2023,A,,,,
1031362,GBR,F,1031362,B,01/02/2023,A,,,,
1031363,USA,F,1031363,B,26/01/2023,I,,,,
1031364,FRA,M,1031364,B,25/01/2023,A,,,,
1031365,MEX,F,1031365,A,27/01/2023,A,,,,
1031366,BRA,M,1031366,A,27/01/2023,A,,,,
1031367,CAN,M,1031367,A,25/01/2023,I,,,,
1031368,BRA,,1031368,A,31/01/2023,A,,,,
1031369,DEU,F,1031369,A,02/02/2023,A,,,,
1031370,USA,M,1031370,A,28/01/2023,A,,,,
1031371,FRA,,1031371,A,28/01/2023,A,,,,
1031372,FRA,O,1031372,B,25/01/2023,I,,,,
1031373,ESP,F,1031373,B,26/01/2023,I,,,,
1031374,MEX,M,1031374,A,25/01/2023,A,,,,
1031375,TUR,,1031375,A,04/02/2023,A,,,,
1031376,MEX,F,1031376,A,27/01/2023,A,,,,
1031377,MEX,F,1031377,B,26/01/2023,A,,,,
1031378,USA,M,1031378,B,30/01/2023,I,,,,
1031379,BRA,M,1031379,B,31/01/2023,A,,,,
1031380,CAN,M,1031380,A,27/01/2023,A,,,,
1031382,FRA,F,1031382,B,01/02/2023,I,,,,
1031384,ESP,F,1031384,B,26/01/2023,A,,,,
1031385,MEX,,1031385,A,29/01/2023,A,,,,
1031386,USA,F,1031386,A,26/01/2023,A,,,,
1031388,MEX,F,1031388,B,27/01/2023,A,,,,
1031389,BRA,F,1031389,A,27/01/2023,A,,,,
1031390,USA,,1031390,A,01/02/2023,A,,,,
1031391,USA,F,1031391,A,25/01/2023,I,,,,
1031392,MEX,F,1031392,B,02/02/2023,A,,,,
1031393,AUS,F,1031393,A,25/01/2023,A,,,,
1031394,USA,M,1031394,A,25/01/2023,A,,,,
1031395,TUR,,1031395,A,04/02/2023,I,,,,
1031398,MEX,,1031398,A,26/01/2023,I,,,,
1031399,AUS,M,1031399,B,26/01/2023,A,,,,
1031400,FRA,M,1031400,A,01/02/2023,A,,,,
1031401,USA,M,1031401,A,26/01/2023,I,,,,
1031402,DEU,,1031402,A,25/01/2023,A,,,,
1031403,USA,M,1031403,B,02/02/2023,A,,,,
1031404,USA,,1031404,A,29/01/2023,A,,,,
1031405,TUR,M,1031405,A,25/01/2023,I,,,,
1031406,FRA,,1031406,B,01/02/2023,I,,,,
1031407,DEU,F,1031407,B,27/01/2023,I,,,,
1031408,USA,F,1031408,B,27/01/2023,I,,,,
1031409,MEX,F,1031409,A,29/01/2023,I,,,,
1031410,BRA,F,1031410,B,28/01/2023,I,,,,
1031411,BRA,F,1031411,B,25/01/2023,A,,,,
1031413,FRA,F,1031413,A,03/02/2023,A,,,,
1031414,CAN,,1031414,B,03/02/2023,I,,,,
1031415,USA,M,1031415,B,26/01/2023,I,,,,
1031416,MEX,M,1031416,A,27/01/2023,A,,,,
1031417,BRA,F,1031417,B,26/01/2023,A,,,,
1031418,USA,F,1031418,A,25/01/2023,A,,,,
1031419,ESP,M,1031419,A,25/01/2023,A,,,,
1031420,TUR,F,1031420,B,06/02/2023,A,,,,
1031421,USA,M,1031421,A,01/02/2023,A,,,,
1031422,TUR,F,1031422,B,28/01/2023,I,,,,
1031423,DEU,F,1031423,A,27/01/2023,A,,,,
1031424,USA,F,1031424,B,27/01/2023,A,,,,
1031425,MEX,,1031425,A,27/01/2023,A,,,,
1031426,USA,F,1031426,B,31/01/2023,A,,,,
1031427,CAN,M,1031427,A,06/02/2023,A,,,,
1031428,USA,M,1031428,A,03/02/2023,A,,,,
1031429,MEX,,1031429,A,26/01/2023,A,,,,
1031430,MEX,M,1031430,B,26/01/2023,I,,,,
1031431,USA,M,1031431,A,25/01/2023,A,,,,
1031432,ESP,M,1031432,B,27/01/2023,A,,,,
1031433,USA,F,1031433,B,25/01/2023,A,,,,
1031434,USA,,1031434,A,25/01/2023,I,,,,
1031435,USA,M,1031435,A,03/02/2023,A,,,,
1031436,BRA,F,1031436,A,01/02/2023,I,,,,
1031437,BRA,F,1031437,A,25/01/2023,I,,,,
1031438,USA,,1031438,A,26/01/2023,A,,,,
1031439,TUR,F,1031439,A,28/01/2023,A,,,,
1031440,GBR,F,1031440,B,25/01/2023,I,,,,
1031441,MEX,F,1031441,A,25/01/2023,A,,,,
1031442,USA,M,1031442,B,27/01/2023,A,,,,
1031443,AUS,F,1031443,A,25/01/2023,A,,,,
1031444,USA,,1031444,B,25/01/2023,I,,,,
1031445,BRA,F,1031445,A,03/02/2023,A,,,,
1031446,USA,F,1031446,A,26/01/2023,,,,,
1031447,BRA,F,1031447,A,26/01/2023,I,,,,
1031449,DEU,M,1031449,A,26/01/2023,I,,,,
1031450,ESP,,1031450,B,28/01/2023,I,,,,
1031451,BRA,M,1031451,B,26/01/2023,I,,,,
1031452,AUS,M,1031452,A,28/01/2023,A,,,,
1031453,BRA,M,1031453,A,27/01/2023,A,,,,
1031454,BRA,M,1031454,B,27/01/2023,I,,,,
1031455,MEX,F,1031455,B,30/01/2023,I,,,,
1031456,BRA,M,1031456,B,28/01/2023,A,,,,
1031457,AUS,M,1031457,B,05/02/2023,I,,,,
1031458,USA,M,1031458,B,01/02/2023,A,,,,
1031459,USA,F,1031459,A,01/02/2023,A,,,,
1031460,MEX,F,1031460,A,26/01/2023,I,,,,
1031461,TUR,,1031461,B,25/01/2023,I,,,,
1031462,MEX,M,1031462,B,25/01/2023,I,,,,
1031463,MEX,F,1031463,B,28/01/2023,A,,,,
1031464,BRA,,1031464,A,26/01/2023,A,,,,
1031465,USA,,1031465,B,25/01/2023,A,,,,
1031466,MEX,F,1031466,A,29/01/2023,A,,,,
1031467,AUS,F,1031467,A,25/01/2023,A,,,,
1031468,MEX,,1031468,A,25/01/2023,A,,,,
1031469,CAN,M,1031469,A,25/01/2023,A,,,,
1031470,USA,M,1031470,B,02/02/2023,I,,,,
1031471,TUR,M,1031471,A,29/01/2023,I,,,,
1031472,USA,,1031472,B,25/01/2023,A,,,,
1031473,USA,M,1031473,B,25/01/2023,I,,,,
1031474,MEX,M,1031474,A,25/01/2023,A,,,,
1031475,MEX,M,1031475,B,25/01/2023,A,,,,
1031477,DEU,M,1031477,B,28/01/2023,A,,,,
1031478,BRA,M,1031478,A,25/01/2023,A,,,,
1031479,ESP,F,1031479,A,26/01/2023,I,,,,
1031480,USA,M,1031480,B,02/02/2023,A,,,,
1031481,USA,F,1031481,B,25/01/2023,I,,,,
1031482,BRA,M,1031482,B,27/01/2023,A,,,,
1031483,USA,M,1031483,A,25/01/2023,I,,,,
1031484,TUR,M,1031484,A,25/01/2023,A,,,,
1031485,DEU,F,1031485,B,26/01/2023,A,,,,
1031486,USA,M,1031486,B,28/01/2023,A,,,,
1031487,MEX,M,1031487,B,02/02/2023,A,,,,
1031488,MEX,M,1031488,A,27/01/2023,A,,,,
1031489,BRA,,1031489,A,05/02/2023,A,,,,
1031490,MEX,O,1031490,B,29/01/2023,I,,,,
1031491,TUR,M,1031491,A,31/01/2023,I,,,,
1031492,ESP,F,1031492,B,04/02/2023,A,,,,
1031493,FRA,O,1031493,A,06/02/2023,I,,,,
1031494,BRA,M,1031494,A,25/01/2023,A,,,,
1031495,USA,F,1031495,A,27/01/2023,I,,,,
1031497,FRA,M,1031497,B,27/01/2023,I,,,,
1031498,BRA,M,1031498,A,27/01/2023,A,,,,
1031499,GBR,M,1031499,A,31/01/2023,I,,,,
1031500,BRA,M,1031500,B,28/01/2023,I,,,,
1031501,GBR,M,1031501,A,02/02/2023,A,,,,
1031502,USA,F,1031502,B,25/01/2023,A,,,,
1031503,USA,F,1031503,B,01/02/2023,A,,,,
1031505,GBR,M,1031505,B,30/01/2023,A,,,,
1031506,GBR,F,1031506,B,25/01/2023,I,,,,
1031508,BRA,M,1031508,A,25/01/2023,A,,,,
1031509,USA,M,1031509,B,25/01/2023,A,,,,
1031510,DEU,M,1031510,A,31/01/2023,A,,,,
1031511,BRA,M,1031511,A,28/01/2023,I,,,,
1031512,DEU,M,1031512,B,25/01/2023,A,,,,
1031513,CAN,M,1031513,A,25/01/2023,I,,,,
1031514,MEX,F,1031514,A,25/01/2023,I,,,,
1031515,DEU,F,1031515,B,26/01/2023,I,,,,
1031516,USA,F,1031516,A,26/01/2023,I,,,,
1031517,BRA,F,1031517,A,26/01/2023,I,,,,
1031518,TUR,M,1031518,A,26/01/2023,A,,,,
1031519,MEX,M,1031519,A,25/01/2023,A,,,,
1031520,GBR,F,1031520,B,27/01/2023,I,,,,
1031521,DEU,,1031521,B,06/02/2023,A,,,,
1031522,AUS,F,1031522,B,26/01/2023,A,,,,
1031523,USA,,1031523,A,27/01/2023,I,,,,
1031524,ESP,F,1031524,A,29/01/2023,A,,,,
1031525,BRA,M,1031525,B,25/01/2023,A,,,,
1031526,DEU,M,1031526,B,27/01/2023,A,,,,
1031527,USA,F,1031527,B,26/01/2023,A,,,,
1031528,USA,F,1031528,B,05/02/2023,A,,,,
1031529,USA,F,1031529,A,05/02/2023,A,,,,
1031530,USA,M,1031530,A,29/01/2023,I,,,,
1031531,DEU,M,1031531,A,04/02/2023,A,,,,
1031532,ESP,F,1031532,B,01/02/2023,A,,,,
1031533,DEU,F,1031533,A,26/01/2023,A,,,,
1031534,USA,F,1031534,B,06/02/2023,A,,,,
1031535,GBR,F,1031535,B,01/02/2023,A,,,,
1031536,USA,M,1031536,B,26/01/2023,A,,,,
1031537,TUR,F,1031537,A,25/01/2023,,,,,
1031538,USA,F,1031538,A,28/01/2023,I,,,,
1031539,TUR,M,1031539,B,25/01/2023,I,,,,
1031540,USA,M,1031540,B,03/02/2023,A,,,,
1031541,MEX,F,1031541,A,26/01/2023,A,,,,
1031542,USA,F,1031542,A,04/02/2023,A,,,,
1031543,USA,M,1031543,A,28/01/2023,A,,,,
1031545,TUR,,1031545,B,27/01/2023,I,,,,
1031546,USA,F,1031546,A,27/01/2023,I,,,,
